group: algebra

Paciente = {
	CPF_Paciente:string, email:string, nome:string, endereco_UF:string, endereco_lagradouro:string, endereco_bairro:string, endereco_CEP:string, endereco_numero:string, endereco_cidade:string
	499, 2024-04-24, "Urgencia", 728.72, 1, "Clinico", "10000020005", "90011122233"
	500, 2024-07-13, "Urgencia", 666.6, 3, "Clinico", "10000020119", "90011122233"
}

ItemAtendimento = {
	idAtendimento:number, idProcedimento:number, CPF_Dentista:string, comissaoDentista:number, qtd:number, valorUnit:number, descontoItem:number
	1, 6, "20202020202", 359.89, 1, 719.77, 0.0
	2, 4, "10101010101", 180.58, 1, 361.15, 0.0
	2, 6, "20202020202", 180.92, 1, 361.83, 0.0
	3, 7, "20202020202", 27.21, 1, 54.42, 0.0
	3, 6, "20202020202", 307.56, 1, 615.11, 0.0
	4, 5, "20202020202", 207.12, 1, 414.23, 0.0
	5, 1, "20202020202", 246.96, 1, 493.92, 0.0
	6, 3, "10101010101", 122.56, 1, 245.12, 0.0
	7, 7, "20202020202", 338.09, 1, 676.18, 0.0
	8, 2, "10101010101", 307.84, 1, 615.67, 0.0
	8, 4, "10101010101", 339.71, 1, 679.42, 0.0
	9, 4, "20202020202", 287.30, 1, 574.6, 0.0
	9, 6, "10101010101", 252.21, 1, 504.42, 0.0
	10, 7, "20202020202", 378.05, 1, 756.1, 0.0
	11, 5, "10101010101", 323.59, 1, 647.17, 0.0
	11, 1, "20202020202", 224.78, 1, 449.56, 0.0
	12, 8, "10101010101", 187.57, 1, 375.14, 0.0
	13, 5, "20202020202", 199.33, 1, 398.66, 0.0
	14, 8, "10101010101", 306.43, 1, 612.86, 0.0
	15, 3, "20202020202", 104.55, 1, 209.09, 0.0
	16, 4, "10101010101", 115.51, 1, 231.02, 0.0
	16, 7, "20202020202", 233.19, 1, 466.38, 0.0
	17, 4, "20202020202", 284.42, 1, 568.84, 0.0
	18, 6, "20202020202", 288.57, 1, 577.14, 0.0
	19, 2, "10101010101", 96.83, 1, 193.66, 0.0
	20, 4, "20202020202", 110.31, 1, 220.61, 0.0
	21, 1, "10101010101", 232.51, 1, 465.02, 0.0
	22, 8, "20202020202", 152.77, 1, 305.53, 0.0
	23, 2, "10101010101", 81.90, 1, 163.8, 0.0
	24, 4, "20202020202", 193.95, 1, 387.89, 0.0
	24, 8, "20202020202", 347.56, 1, 695.12, 0.0
	25, 4, "20202020202", 272.66, 1, 545.32, 0.0
	26, 7, "20202020202", 283.52, 1, 567.03, 0.0
	27, 8, "10101010101", 282.77, 1, 565.54, 0.0
	27, 5, "10101010101", 184.43, 1, 368.85, 0.0
	28, 3, "20202020202", 248.14, 1, 496.28, 0.0
	29, 7, "20202020202", 212.68, 1, 425.35, 0.0
	29, 8, "20202020202", 55.17, 1, 110.33, 0.0
	30, 4, "10101010101", 399.84, 1, 799.68, 0.0
	31, 8, "20202020202", 93.06, 1, 186.12, 0.0
	31, 7, "20202020202", 388.40, 1, 776.79, 0.0
	32, 6, "20202020202", 285.13, 1, 570.26, 0.0
	33, 5, "20202020202", 68.47, 1, 136.94, 0.0
	34, 1, "10101010101", 219.42, 1, 438.83, 0.0
	35, 3, "20202020202", 189.30, 1, 378.59, 0.0
	36, 3, "20202020202", 231.57, 1, 463.13, 0.0
	36, 7, "10101010101", 109.27, 1, 218.53, 0.0
	37, 5, "20202020202", 180.81, 1, 361.62, 0.0
	37, 8, "20202020202", 116.40, 1, 232.8, 0.0
	38, 5, "20202020202", 152.46, 1, 304.91, 0.0
	39, 8, "20202020202", 154.42, 1, 308.84, 0.0
	40, 4, "20202020202", 112.59, 1, 225.17, 0.0
	40, 7, "10101010101", 144.32, 1, 288.63, 0.0
	41, 3, "20202020202", 351.14, 1, 702.28, 0.0
	42, 3, "10101010101", 201.06, 1, 402.12, 0.0
	43, 7, "20202020202", 260.05, 1, 520.1, 0.0
	44, 5, "10101010101", 305.04, 1, 610.07, 0.0
	44, 7, "10101010101", 310.14, 1, 620.28, 0.0
	45, 6, "10101010101", 135.02, 1, 270.03, 0.0
	46, 3, "10101010101", 90.65, 1, 181.3, 0.0
	46, 7, "10101010101", 211.63, 1, 423.25, 0.0
	47, 1, "20202020202", 362.96, 1, 725.91, 0.0
	48, 5, "20202020202", 283.87, 1, 567.74, 0.0
	48, 8, "20202020202", 99.71, 1, 199.41, 0.0
	49, 5, "20202020202", 33.23, 1, 66.45, 0.0
	49, 7, "20202020202", 28.04, 1, 56.07, 0.0
	50, 6, "10101010101", 263.73, 1, 527.46, 0.0
	51, 8, "10101010101", 242.34, 1, 484.68, 0.0
	52, 4, "10101010101", 319.94, 1, 639.88, 0.0
	53, 5, "20202020202", 326.59, 1, 653.17, 0.0
	54, 6, "10101010101", 321.51, 1, 643.01, 0.0
	54, 1, "20202020202", 226.22, 1, 452.43, 0.0
	55, 4, "20202020202", 34.39, 1, 68.77, 0.0
	56, 5, "20202020202", 68.76, 1, 137.51, 0.0
	56, 1, "10101010101", 139.14, 1, 278.27, 0.0
	57, 8, "20202020202", 276.43, 1, 552.86, 0.0
	58, 2, "20202020202", 255.87, 1, 511.74, 0.0
	58, 5, "10101010101", 283.86, 1, 567.71, 0.0
	59, 6, "20202020202", 47.71, 1, 95.41, 0.0
	59, 5, "10101010101", 388.08, 1, 776.16, 0.0
	60, 6, "10101010101", 395.81, 1, 791.62, 0.0
	61, 4, "10101010101", 148.21, 1, 296.42, 0.0
	61, 3, "10101010101", 128.98, 1, 257.96, 0.0
	62, 1, "10101010101", 30.58, 1, 61.15, 0.0
	62, 4, "20202020202", 30.92, 1, 61.84, 0.0
	63, 2, "20202020202", 193.11, 1, 386.21, 0.0
	63, 6, "10101010101", 194.50, 1, 389.0, 0.0
	64, 1, "10101010101", 399.47, 1, 798.94, 0.0
	65, 6, "10101010101", 49.63, 1, 99.26, 0.0
	66, 5, "20202020202", 214.58, 1, 429.16, 0.0
	66, 7, "10101010101", 322.41, 1, 644.82, 0.0
	67, 4, "20202020202", 152.10, 1, 304.2, 0.0
	68, 6, "20202020202", 165.37, 1, 330.73, 0.0
	69, 2, "20202020202", 329.42, 1, 658.83, 0.0
	70, 2, "20202020202", 157.60, 1, 315.2, 0.0
	70, 7, "10101010101", 388.15, 1, 776.3, 0.0
	71, 8, "10101010101", 342.73, 1, 685.46, 0.0
	72, 1, "20202020202", 35.86, 1, 71.71, 0.0
	73, 7, "10101010101", 78.21, 1, 156.41, 0.0
	74, 7, "20202020202", 152.84, 1, 305.67, 0.0
	75, 3, "10101010101", 307.92, 1, 615.83, 0.0
	76, 8, "20202020202", 127.44, 1, 254.88, 0.0
	76, 2, "20202020202", 186.22, 1, 372.44, 0.0
	77, 7, "10101010101", 27.89, 1, 55.77, 0.0
	78, 2, "10101010101", 211.52, 1, 423.04, 0.0
	79, 6, "10101010101", 173.90, 1, 347.8, 0.0
	79, 1, "20202020202", 32.03, 1, 64.06, 0.0
	80, 7, "20202020202", 68.19, 1, 136.38, 0.0
	80, 1, "20202020202", 89.45, 1, 178.9, 0.0
	81, 7, "20202020202", 221.49, 1, 442.97, 0.0
	82, 2, "10101010101", 364.72, 1, 729.44, 0.0
	83, 4, "10101010101", 250.90, 1, 501.8, 0.0
	84, 8, "20202020202", 349.10, 1, 698.19, 0.0
	84, 6, "10101010101", 189.91, 1, 379.82, 0.0
	85, 2, "20202020202", 198.16, 1, 396.31, 0.0
	86, 7, "20202020202", 242.63, 1, 485.25, 0.0
	86, 1, "20202020202", 365.90, 1, 731.79, 0.0
	87, 3, "10101010101", 193.95, 1, 387.89, 0.0
	87, 6, "10101010101", 214.21, 1, 428.41, 0.0
	88, 3, "20202020202", 164.82, 1, 329.64, 0.0
	88, 5, "20202020202", 178.29, 1, 356.58, 0.0
	89, 2, "20202020202", 131.56, 1, 263.11, 0.0
	90, 5, "20202020202", 73.36, 1, 146.71, 0.0
	91, 2, "20202020202", 215.69, 1, 431.37, 0.0
	92, 4, "10101010101", 399.99, 1, 799.98, 0.0
	93, 6, "10101010101", 248.97, 1, 497.93, 0.0
	93, 3, "10101010101", 92.82, 1, 185.63, 0.0
	94, 6, "10101010101", 388.60, 1, 777.19, 0.0
	95, 8, "10101010101", 162.94, 1, 325.88, 0.0
	96, 7, "10101010101", 331.34, 1, 662.67, 0.0
	96, 3, "20202020202", 44.57, 1, 89.13, 0.0
	97, 2, "10101010101", 127.30, 1, 254.59, 0.0
	98, 1, "20202020202", 44.97, 1, 89.94, 0.0
	99, 1, "20202020202", 374.06, 1, 748.12, 0.0
	100, 8, "10101010101", 309.57, 1, 619.13, 0.0
	101, 4, "10101010101", 230.80, 1, 461.6, 0.0
	102, 5, "10101010101", 42.91, 1, 85.81, 0.0
	103, 1, "10101010101", 294.46, 1, 588.91, 0.0
	104, 7, "10101010101", 274.14, 1, 548.28, 0.0
	104, 2, "20202020202", 50.38, 1, 100.76, 0.0
	105, 8, "10101010101", 263.38, 1, 526.75, 0.0
	106, 2, "20202020202", 75.03, 1, 150.06, 0.0
	107, 8, "10101010101", 329.31, 1, 658.62, 0.0
	107, 2, "20202020202", 38.87, 1, 77.74, 0.0
	108, 7, "20202020202", 120.00, 1, 239.99, 0.0
	108, 4, "20202020202", 158.87, 1, 317.73, 0.0
	109, 8, "20202020202", 152.14, 1, 304.28, 0.0
	110, 7, "10101010101", 186.48, 1, 372.96, 0.0
	111, 5, "20202020202", 192.22, 1, 384.44, 0.0
	112, 1, "20202020202", 255.57, 1, 511.14, 0.0
	113, 3, "10101010101", 78.54, 1, 157.08, 0.0
	113, 8, "10101010101", 72.34, 1, 144.67, 0.0
	114, 3, "20202020202", 380.81, 1, 761.62, 0.0
	114, 6, "20202020202", 311.16, 1, 622.31, 0.0
	115, 5, "10101010101", 385.20, 1, 770.39, 0.0
	115, 1, "10101010101", 212.14, 1, 424.28, 0.0
	116, 5, "20202020202", 100.07, 1, 200.13, 0.0
	117, 6, "20202020202", 291.08, 1, 582.16, 0.0
	117, 5, "20202020202", 344.26, 1, 688.52, 0.0
	118, 4, "10101010101", 113.78, 1, 227.55, 0.0
	119, 3, "10101010101", 49.66, 1, 99.31, 0.0
	120, 6, "10101010101", 193.74, 1, 387.48, 0.0
	121, 7, "10101010101", 336.77, 1, 673.54, 0.0
	122, 4, "20202020202", 380.31, 1, 760.61, 0.0
	122, 5, "10101010101", 118.98, 1, 237.95, 0.0
	123, 3, "10101010101", 89.20, 1, 178.4, 0.0
	123, 6, "10101010101", 334.47, 1, 668.93, 0.0
	124, 4, "20202020202", 256.79, 1, 513.58, 0.0
	124, 1, "20202020202", 358.38, 1, 716.75, 0.0
	125, 8, "10101010101", 283.23, 1, 566.46, 0.0
	126, 3, "20202020202", 348.06, 1, 696.11, 0.0
	127, 4, "20202020202", 70.95, 1, 141.89, 0.0
	128, 7, "10101010101", 386.01, 1, 772.01, 0.0
	129, 8, "20202020202", 212.04, 1, 424.07, 0.0
	130, 4, "20202020202", 43.25, 1, 86.49, 0.0
	131, 1, "10101010101", 186.60, 1, 373.2, 0.0
	131, 5, "20202020202", 311.45, 1, 622.89, 0.0
	132, 5, "10101010101", 169.88, 1, 339.76, 0.0
	133, 2, "20202020202", 164.95, 1, 329.9, 0.0
	134, 7, "10101010101", 41.99, 1, 83.98, 0.0
	134, 3, "20202020202", 326.49, 1, 652.97, 0.0
	135, 6, "10101010101", 172.36, 1, 344.72, 0.0
	136, 5, "20202020202", 330.91, 1, 661.81, 0.0
	136, 6, "20202020202", 277.68, 1, 555.35, 0.0
	137, 4, "10101010101", 243.82, 1, 487.64, 0.0
	138, 4, "10101010101", 239.72, 1, 479.43, 0.0
	138, 2, "10101010101", 32.10, 1, 64.2, 0.0
	139, 8, "10101010101", 289.67, 1, 579.33, 0.0
	139, 4, "20202020202", 399.30, 1, 798.59, 0.0
	140, 6, "20202020202", 278.45, 1, 556.9, 0.0
	140, 5, "20202020202", 97.10, 1, 194.2, 0.0
	141, 4, "20202020202", 143.89, 1, 287.78, 0.0
	142, 6, "10101010101", 133.92, 1, 267.84, 0.0
	143, 4, "20202020202", 374.89, 1, 749.77, 0.0
	144, 1, "10101010101", 264.23, 1, 528.46, 0.0
	145, 3, "10101010101", 386.70, 1, 773.39, 0.0
	145, 3, "20202020202", 269.84, 1, 539.67, 0.0
	146, 1, "10101010101", 269.61, 1, 539.22, 0.0
	147, 7, "20202020202", 94.87, 1, 189.73, 0.0
	148, 5, "20202020202", 395.91, 1, 791.82, 0.0
	149, 4, "10101010101", 149.01, 1, 298.01, 0.0
	150, 6, "20202020202", 237.92, 1, 475.84, 0.0
	150, 4, "10101010101", 254.11, 1, 508.22, 0.0
	151, 2, "10101010101", 393.13, 1, 786.26, 0.0
	152, 8, "20202020202", 382.77, 1, 765.53, 0.0
	153, 4, "10101010101", 275.42, 1, 550.84, 0.0
	153, 8, "20202020202", 84.90, 1, 169.79, 0.0
	154, 4, "10101010101", 384.01, 1, 768.02, 0.0
	155, 8, "10101010101", 310.70, 1, 621.39, 0.0
	156, 2, "10101010101", 335.79, 1, 671.58, 0.0
	157, 8, "10101010101", 280.11, 1, 560.22, 0.0
	158, 8, "10101010101", 217.47, 1, 434.94, 0.0
	159, 1, "20202020202", 120.42, 1, 240.84, 0.0
	159, 1, "10101010101", 241.87, 1, 483.73, 0.0
	160, 8, "10101010101", 132.66, 1, 265.32, 0.0
	161, 7, "10101010101", 281.03, 1, 562.05, 0.0
	162, 7, "10101010101", 297.95, 1, 595.89, 0.0
	163, 7, "10101010101", 117.82, 1, 235.63, 0.0
	163, 6, "10101010101", 128.37, 1, 256.74, 0.0
	164, 4, "10101010101", 62.84, 1, 125.67, 0.0
	165, 1, "20202020202", 189.61, 1, 379.22, 0.0
	165, 4, "10101010101", 77.55, 1, 155.1, 0.0
	166, 5, "10101010101", 394.64, 1, 789.27, 0.0
	167, 3, "20202020202", 233.45, 1, 466.89, 0.0
	167, 1, "20202020202", 378.10, 1, 756.19, 0.0
	168, 5, "20202020202", 93.96, 1, 187.91, 0.0
	169, 1, "20202020202", 387.92, 1, 775.84, 0.0
	170, 6, "10101010101", 370.84, 1, 741.67, 0.0
	171, 7, "10101010101", 352.61, 1, 705.22, 0.0
	172, 5, "10101010101", 104.43, 1, 208.86, 0.0
	173, 4, "20202020202", 315.82, 1, 631.64, 0.0
	174, 6, "20202020202", 199.75, 1, 399.5, 0.0
	175, 1, "10101010101", 302.97, 1, 605.94, 0.0
	176, 3, "10101010101", 148.70, 1, 297.4, 0.0
	177, 8, "20202020202", 197.81, 1, 395.62, 0.0
	178, 1, "10101010101", 339.65, 1, 679.3, 0.0
	179, 3, "10101010101", 107.02, 1, 214.04, 0.0
	180, 8, "10101010101", 27.48, 1, 54.96, 0.0
	180, 7, "10101010101", 31.27, 1, 62.54, 0.0
	181, 2, "10101010101", 221.65, 1, 443.29, 0.0
	182, 7, "10101010101", 164.90, 1, 329.79, 0.0
	183, 2, "10101010101", 60.07, 1, 120.13, 0.0
	183, 7, "20202020202", 232.27, 1, 464.53, 0.0
	184, 7, "20202020202", 237.20, 1, 474.39, 0.0
	185, 1, "10101010101", 281.66, 1, 563.32, 0.0
	186, 1, "10101010101", 245.14, 1, 490.28, 0.0
	187, 7, "20202020202", 168.94, 1, 337.88, 0.0
	187, 3, "10101010101", 212.80, 1, 425.59, 0.0
	188, 7, "20202020202", 36.11, 1, 72.22, 0.0
	189, 3, "20202020202", 57.14, 1, 114.27, 0.0
	190, 3, "20202020202", 291.88, 1, 583.76, 0.0
	191, 1, "20202020202", 191.78, 1, 383.55, 0.0
	192, 7, "10101010101", 34.85, 1, 69.7, 0.0
	193, 1, "20202020202", 180.18, 1, 360.36, 0.0
	194, 7, "10101010101", 77.07, 1, 154.13, 0.0
	194, 5, "20202020202", 209.92, 1, 419.84, 0.0
	195, 2, "20202020202", 119.39, 1, 238.77, 0.0
	196, 2, "10101010101", 139.25, 1, 278.49, 0.0
	197, 7, "10101010101", 137.67, 1, 275.33, 0.0
	198, 5, "20202020202", 387.91, 1, 775.82, 0.0
	199, 4, "10101010101", 280.64, 1, 561.28, 0.0
	200, 2, "20202020202", 277.37, 1, 554.73, 0.0
	201, 7, "20202020202", 52.74, 1, 105.47, 0.0
	201, 8, "20202020202", 225.39, 1, 450.78, 0.0
	202, 4, "20202020202", 87.38, 1, 174.75, 0.0
	203, 2, "10101010101", 61.98, 1, 123.95, 0.0
	204, 6, "20202020202", 198.65, 1, 397.3, 0.0
	205, 2, "20202020202", 180.99, 1, 361.98, 0.0
	206, 4, "20202020202", 155.62, 1, 311.23, 0.0
	207, 2, "10101010101", 343.45, 1, 686.89, 0.0
	208, 3, "20202020202", 234.95, 1, 469.89, 0.0
	208, 8, "10101010101", 324.16, 1, 648.32, 0.0
	209, 4, "20202020202", 247.08, 1, 494.15, 0.0
	210, 2, "10101010101", 162.17, 1, 324.34, 0.0
	210, 4, "20202020202", 67.74, 1, 135.47, 0.0
	211, 7, "10101010101", 155.47, 1, 310.94, 0.0
	211, 8, "10101010101", 330.15, 1, 660.3, 0.0
	212, 2, "10101010101", 139.52, 1, 279.04, 0.0
	213, 3, "20202020202", 183.64, 1, 367.28, 0.0
	213, 8, "10101010101", 233.09, 1, 466.18, 0.0
	214, 1, "20202020202", 381.94, 1, 763.88, 0.0
	214, 8, "10101010101", 98.18, 1, 196.35, 0.0
	215, 8, "20202020202", 291.31, 1, 582.61, 0.0
	215, 8, "20202020202", 87.72, 1, 175.44, 0.0
	216, 5, "10101010101", 317.78, 1, 635.56, 0.0
	217, 6, "10101010101", 310.00, 1, 620.0, 0.0
	218, 1, "20202020202", 123.56, 1, 247.11, 0.0
	219, 6, "20202020202", 87.25, 1, 174.49, 0.0
	219, 3, "10101010101", 330.08, 1, 660.15, 0.0
	220, 5, "20202020202", 239.78, 1, 479.55, 0.0
	221, 3, "10101010101", 118.63, 1, 237.26, 0.0
	222, 5, "20202020202", 165.69, 1, 331.38, 0.0
	223, 6, "20202020202", 381.35, 1, 762.69, 0.0
	223, 6, "10101010101", 350.84, 1, 701.68, 0.0
	224, 7, "10101010101", 388.05, 1, 776.1, 0.0
	224, 4, "20202020202", 125.70, 1, 251.4, 0.0
	225, 1, "10101010101", 62.34, 1, 124.68, 0.0
	226, 7, "10101010101", 398.39, 1, 796.77, 0.0
	227, 6, "20202020202", 55.91, 1, 111.82, 0.0
	227, 3, "10101010101", 173.63, 1, 347.26, 0.0
	228, 4, "20202020202", 54.23, 1, 108.45, 0.0
	229, 6, "10101010101", 395.56, 1, 791.12, 0.0
	230, 2, "10101010101", 142.51, 1, 285.01, 0.0
	231, 1, "10101010101", 190.04, 1, 380.07, 0.0
	232, 2, "10101010101", 77.51, 1, 155.01, 0.0
	233, 4, "20202020202", 266.74, 1, 533.47, 0.0
	234, 1, "20202020202", 102.04, 1, 204.08, 0.0
	234, 4, "20202020202", 135.83, 1, 271.66, 0.0
	235, 2, "10101010101", 395.08, 1, 790.16, 0.0
	236, 3, "20202020202", 382.92, 1, 765.84, 0.0
	236, 2, "10101010101", 245.26, 1, 490.52, 0.0
	237, 5, "20202020202", 183.84, 1, 367.68, 0.0
	237, 7, "10101010101", 265.20, 1, 530.4, 0.0
	238, 4, "10101010101", 226.15, 1, 452.29, 0.0
	239, 4, "10101010101", 371.74, 1, 743.47, 0.0
	240, 3, "10101010101", 29.75, 1, 59.5, 0.0
	240, 3, "10101010101", 86.44, 1, 172.87, 0.0
	241, 3, "20202020202", 299.85, 1, 599.7, 0.0
	242, 2, "20202020202", 195.70, 1, 391.4, 0.0
	243, 5, "10101010101", 360.35, 1, 720.7, 0.0
	244, 1, "10101010101", 42.25, 1, 84.49, 0.0
	245, 6, "10101010101", 181.10, 1, 362.19, 0.0
	246, 1, "10101010101", 108.70, 1, 217.39, 0.0
	247, 6, "10101010101", 232.41, 1, 464.82, 0.0
	248, 4, "20202020202", 163.11, 1, 326.21, 0.0
	248, 8, "10101010101", 299.68, 1, 599.35, 0.0
	249, 6, "10101010101", 381.62, 1, 763.24, 0.0
	250, 8, "10101010101", 389.71, 1, 779.42, 0.0
	251, 6, "20202020202", 390.46, 1, 780.92, 0.0
	251, 2, "10101010101", 214.54, 1, 429.07, 0.0
	252, 3, "10101010101", 134.38, 1, 268.76, 0.0
	253, 2, "10101010101", 76.04, 1, 152.08, 0.0
	254, 6, "20202020202", 70.28, 1, 140.55, 0.0
	255, 2, "10101010101", 327.85, 1, 655.7, 0.0
	256, 4, "20202020202", 173.59, 1, 347.18, 0.0
	257, 4, "10101010101", 198.27, 1, 396.53, 0.0
	258, 7, "20202020202", 282.36, 1, 564.71, 0.0
	259, 2, "10101010101", 363.44, 1, 726.87, 0.0
	260, 1, "10101010101", 371.55, 1, 743.1, 0.0
	261, 6, "10101010101", 365.62, 1, 731.23, 0.0
	262, 5, "20202020202", 179.50, 1, 358.99, 0.0
	262, 8, "10101010101", 57.90, 1, 115.79, 0.0
	263, 1, "20202020202", 318.22, 1, 636.44, 0.0
	263, 6, "20202020202", 229.20, 1, 458.39, 0.0
	264, 3, "10101010101", 144.58, 1, 289.16, 0.0
	265, 4, "10101010101", 62.55, 1, 125.1, 0.0
	265, 4, "20202020202", 225.14, 1, 450.27, 0.0
	266, 3, "10101010101", 247.20, 1, 494.39, 0.0
	267, 4, "20202020202", 228.30, 1, 456.59, 0.0
	267, 3, "20202020202", 39.24, 1, 78.47, 0.0
	268, 6, "10101010101", 327.42, 1, 654.83, 0.0
	269, 3, "10101010101", 342.43, 1, 684.86, 0.0
	269, 6, "10101010101", 165.10, 1, 330.19, 0.0
	270, 3, "10101010101", 299.63, 1, 599.26, 0.0
	271, 6, "10101010101", 274.58, 1, 549.15, 0.0
	271, 3, "20202020202", 140.06, 1, 280.12, 0.0
	272, 1, "10101010101", 250.90, 1, 501.79, 0.0
	272, 4, "10101010101", 376.26, 1, 752.52, 0.0
	273, 2, "20202020202", 192.49, 1, 384.97, 0.0
	274, 2, "10101010101", 43.06, 1, 86.11, 0.0
	275, 7, "10101010101", 335.81, 1, 671.61, 0.0
	276, 5, "10101010101", 144.52, 1, 289.04, 0.0
	277, 2, "10101010101", 151.73, 1, 303.46, 0.0
	277, 8, "10101010101", 186.75, 1, 373.49, 0.0
	278, 6, "10101010101", 390.40, 1, 780.8, 0.0
	279, 2, "10101010101", 172.34, 1, 344.68, 0.0
	280, 2, "20202020202", 333.96, 1, 667.92, 0.0
	281, 3, "20202020202", 391.40, 1, 782.79, 0.0
	282, 5, "10101010101", 265.70, 1, 531.4, 0.0
	282, 7, "10101010101", 164.14, 1, 328.27, 0.0
	283, 8, "20202020202", 109.84, 1, 219.68, 0.0
	284, 6, "20202020202", 389.02, 1, 778.03, 0.0
	284, 4, "10101010101", 340.30, 1, 680.6, 0.0
	285, 5, "10101010101", 173.05, 1, 346.1, 0.0
	286, 8, "10101010101", 380.90, 1, 761.8, 0.0
	287, 7, "10101010101", 398.98, 1, 797.95, 0.0
	288, 7, "20202020202", 232.02, 1, 464.04, 0.0
	289, 7, "10101010101", 80.58, 1, 161.15, 0.0
	290, 6, "20202020202", 124.05, 1, 248.1, 0.0
	291, 5, "20202020202", 78.95, 1, 157.89, 0.0
	292, 8, "20202020202", 361.39, 1, 722.77, 0.0
	293, 2, "10101010101", 75.40, 1, 150.79, 0.0
	293, 8, "20202020202", 126.03, 1, 252.06, 0.0
	294, 8, "20202020202", 332.88, 1, 665.76, 0.0
	295, 1, "10101010101", 97.29, 1, 194.57, 0.0
	296, 4, "20202020202", 163.13, 1, 326.26, 0.0
	297, 6, "20202020202", 247.77, 1, 495.53, 0.0
	298, 5, "10101010101", 131.90, 1, 263.8, 0.0
	299, 4, "10101010101", 125.91, 1, 251.81, 0.0
	299, 7, "10101010101", 349.24, 1, 698.47, 0.0
	300, 5, "20202020202", 292.28, 1, 584.56, 0.0
	301, 5, "10101010101", 200.01, 1, 400.02, 0.0
	302, 6, "20202020202", 136.93, 1, 273.86, 0.0
	303, 5, "20202020202", 95.64, 1, 191.27, 0.0
	304, 3, "10101010101", 270.78, 1, 541.55, 0.0
	304, 5, "20202020202", 365.09, 1, 730.18, 0.0
	305, 4, "20202020202", 364.95, 1, 729.89, 0.0
	306, 2, "20202020202", 72.98, 1, 145.96, 0.0
	307, 6, "10101010101", 304.08, 1, 608.16, 0.0
	308, 2, "20202020202", 45.13, 1, 90.26, 0.0
	309, 2, "20202020202", 223.69, 1, 447.38, 0.0
	310, 8, "10101010101", 143.65, 1, 287.29, 0.0
	311, 1, "10101010101", 194.52, 1, 389.04, 0.0
	312, 3, "20202020202", 262.56, 1, 525.12, 0.0
	313, 4, "20202020202", 381.28, 1, 762.55, 0.0
	313, 6, "10101010101", 31.72, 1, 63.44, 0.0
	314, 2, "20202020202", 213.75, 1, 427.5, 0.0
	315, 6, "20202020202", 357.99, 1, 715.98, 0.0
	316, 1, "10101010101", 109.12, 1, 218.24, 0.0
	317, 6, "10101010101", 165.70, 1, 331.39, 0.0
	318, 2, "10101010101", 43.09, 1, 86.18, 0.0
	318, 2, "20202020202", 191.62, 1, 383.24, 0.0
	319, 1, "20202020202", 182.83, 1, 365.65, 0.0
	319, 2, "20202020202", 258.55, 1, 517.1, 0.0
	320, 2, "10101010101", 211.65, 1, 423.3, 0.0
	321, 7, "20202020202", 85.14, 1, 170.28, 0.0
	321, 8, "10101010101", 283.08, 1, 566.15, 0.0
	322, 8, "10101010101", 381.04, 1, 762.08, 0.0
	323, 5, "20202020202", 43.78, 1, 87.56, 0.0
	324, 2, "10101010101", 344.22, 1, 688.43, 0.0
	324, 1, "10101010101", 344.50, 1, 689.0, 0.0
	325, 5, "10101010101", 164.74, 1, 329.47, 0.0
	325, 6, "10101010101", 67.69, 1, 135.37, 0.0
	326, 3, "10101010101", 74.69, 1, 149.38, 0.0
	326, 1, "10101010101", 63.89, 1, 127.78, 0.0
	327, 7, "20202020202", 254.26, 1, 508.52, 0.0
	327, 3, "20202020202", 370.15, 1, 740.3, 0.0
	328, 6, "10101010101", 289.22, 1, 578.43, 0.0
	328, 4, "20202020202", 219.66, 1, 439.32, 0.0
	329, 7, "10101010101", 339.64, 1, 679.27, 0.0
	330, 3, "10101010101", 306.79, 1, 613.57, 0.0
	331, 7, "20202020202", 331.42, 1, 662.83, 0.0
	331, 2, "20202020202", 191.57, 1, 383.14, 0.0
	332, 8, "10101010101", 63.49, 1, 126.98, 0.0
	333, 5, "10101010101", 270.48, 1, 540.95, 0.0
	333, 8, "20202020202", 161.26, 1, 322.51, 0.0
	334, 6, "20202020202", 67.76, 1, 135.52, 0.0
	334, 4, "10101010101", 153.01, 1, 306.02, 0.0
	335, 3, "20202020202", 77.67, 1, 155.34, 0.0
	336, 2, "20202020202", 105.85, 1, 211.69, 0.0
	337, 2, "20202020202", 196.52, 1, 393.04, 0.0
	337, 3, "20202020202", 26.63, 1, 53.25, 0.0
	338, 3, "10101010101", 298.94, 1, 597.87, 0.0
	338, 3, "10101010101", 170.28, 1, 340.55, 0.0
	339, 4, "20202020202", 174.20, 1, 348.4, 0.0
	339, 6, "20202020202", 194.82, 1, 389.63, 0.0
	340, 6, "10101010101", 100.34, 1, 200.67, 0.0
	340, 5, "20202020202", 370.45, 1, 740.89, 0.0
	341, 2, "20202020202", 235.86, 1, 471.71, 0.0
	341, 7, "20202020202", 354.06, 1, 708.11, 0.0
	342, 1, "10101010101", 99.97, 1, 199.93, 0.0
	343, 1, "20202020202", 330.26, 1, 660.52, 0.0
	344, 5, "10101010101", 372.43, 1, 744.86, 0.0
	345, 5, "10101010101", 257.71, 1, 515.42, 0.0
	345, 8, "10101010101", 366.81, 1, 733.61, 0.0
	346, 4, "20202020202", 193.31, 1, 386.61, 0.0
	346, 2, "10101010101", 385.93, 1, 771.86, 0.0
	347, 5, "10101010101", 85.35, 1, 170.7, 0.0
